area,sec_id,sec_offset,sec_name,sec_type,ram_addr,file_addr,name,namespace,size,align,type,value
_main,1,000ebe18,.text,text,800f13f8,000ee3f8,get_to_bed_evt,evt_kinopio.o,00000038,4,,
_main,1,000ebe50,.text,text,800f1430,000ee430,get_cam,evt_kinopio.o,000000c4,4,,
_main,1,000ebf14,.text,text,800f14f4,000ee4f4,get_npctalk,evt_kinopio.o,0000007c,4,,
_main,1,000ebf90,.text,text,800f1570,000ee570,get_beddeg,evt_kinopio.o,00000038,4,,
_main,1,000ebfc8,.text,text,800f15a8,000ee5a8,get_bedside,evt_kinopio.o,0000007c,4,,
_main,1,000ec044,.text,text,800f1624,000ee624,get_bed,evt_kinopio.o,0000007c,4,,
_main,1,000ec0c0,.text,text,800f16a0,000ee6a0,get_npcname,evt_kinopio.o,00000038,4,,
_main,1,000ec0f8,.text,text,800f16d8,000ee6d8,get_ryoukin,evt_kinopio.o,00000038,4,,
_main,1,000ec130,.text,text,800f1710,000ee710,coin_chk,evt_kinopio.o,00000074,4,,
_main,1,000ec1a4,.text,text,800f1784,000ee784,power_chk,evt_kinopio.o,00000160,4,,
_main,1,000ec304,.text,text,800f18e4,000ee8e4,msg_no,evt_kinopio.o,00000060,4,,
_main,1,000ec364,.text,text,800f1944,000ee944,evt_kinopio_setup,evt_kinopio.o,00000084,4,,
_main,1,000ec3e8,.text,text,800f19c8,000ee9c8,gesso_ground_check,npc_event.o,000000b8,4,,
_main,1,000ec4a0,.text,text,800f1a80,000eea80,set_bottle_flag_init,npc_event.o,00000048,4,,
_main,1,000ec4e8,.text,text,800f1ac8,000eeac8,unk_800f1ac8,npc_event.o,00000184,4,,
_main,1,000ec66c,.text,text,800f1c4c,000eec4c,zakoEntryFall,npc_event.o,0000021c,4,,
_main,1,000ec888,.text,text,800f1e68,000eee68,dokanCheck,npc_event.o,000000d0,4,,
_main,1,000ec958,.text,text,800f1f38,000eef38,zakoEntryDokan,npc_event.o,00000284,4,,
_main,1,000ecbdc,.text,text,800f21bc,000ef1bc,limitSpd,npc_event.o,00000054,4,,
_main,1,000ecc30,.text,text,800f2210,000ef210,getSpdRun,npc_event.o,00000050,4,,
_main,1,000ecc80,.text,text,800f2260,000ef260,getSpdWalk,npc_event.o,00000050,4,,
_main,1,000eccd0,.text,text,800f22b0,000ef2b0,upperCheck,npc_event.o,0000012c,4,,
_main,1,000ecdfc,.text,text,800f23dc,000ef3dc,cliffCheck,npc_event.o,00000174,4,,
_main,1,000ecf70,.text,text,800f2550,000ef550,camGetPos,npc_event.o,00000050,4,,
_main,1,000ecfc0,.text,text,800f25a0,000ef5a0,chain_main,npc_event.o,00000350,4,,
_main,1,000ed310,.text,text,800f28f0,000ef8f0,kamec_fire_magic_delete,npc_event.o,00000044,4,,
_main,1,000ed354,.text,text,800f2934,000ef934,kamec_fire_magic,npc_event.o,00000148,4,,
_main,1,000ed49c,.text,text,800f2a7c,000efa7c,piders_draw_yawn,npc_event.o,00000044,4,,
_main,1,000ed4e0,.text,text,800f2ac0,000efac0,piders_draw_yarn_sub,npc_event.o,00000264,4,,
_main,1,000ed744,.text,text,800f2d24,000efd24,piders_get_height,npc_event.o,00000050,4,,
_main,1,000ed794,.text,text,800f2d74,000efd74,killer_make_name,npc_event.o,000000a0,4,,
_main,1,000ed834,.text,text,800f2e14,000efe14,_2d_get_dead_jump_offset,npc_event.o,000000b0,4,,
_main,1,000ed8e4,.text,text,800f2ec4,000efec4,_2d_dead_jump,npc_event.o,000003e8,4,,
_main,1,000edccc,.text,text,800f32ac,000f02ac,pressCheck,npc_event.o,000000e8,4,,
_main,1,000eddb4,.text,text,800f3394,000f0394,_wait_blow_end,npc_event.o,00000078,4,,
_main,1,000ede2c,.text,text,800f340c,000f040c,npc_check_wall_stop,npc_event.o,00000070,4,,
_main,1,000ede9c,.text,text,800f347c,000f047c,mahoon_get_groupname,npc_event.o,00000054,4,,
_main,1,000edef0,.text,text,800f34d0,000f04d0,camShiftReset,cam_shift.o,00000064,4,,
_main,1,000edf54,.text,text,800f3534,000f0534,camShiftPostMain,cam_shift.o,0000001c,4,,
_main,1,000edf70,.text,text,800f3550,000f0550,camShiftMain,cam_shift.o,00000428,4,,
_main,1,000ee398,.text,text,800f3978,000f0978,camShiftInit,cam_shift.o,00000064,4,,
_main,1,000ee3fc,.text,text,800f39dc,000f09dc,continueGame,seq_load.o,00000550,4,,
_main,1,000ee94c,.text,text,800f3f2c,000f0f2c,loadDraw,seq_load.o,00001ba8,4,,
_main,1,000f04f4,.text,text,800f5ad4,000f2ad4,loadMain,seq_load.o,00001494,4,,
_main,1,000f1988,.text,text,800f6f68,000f3f68,seq_loadMain,seq_load.o,00000314,4,,
_main,1,000f1c9c,.text,text,800f727c,000f427c,seq_loadExit,seq_load.o,0000003c,4,,
_main,1,000f1cd8,.text,text,800f72b8,000f42b8,seq_loadInit,seq_load.o,0000002c,4,,
_main,1,000f1d04,.text,text,800f72e4,000f42e4,unk_800f72e4,seq_load.o,00000040,4,,
_main,1,000f1d44,.text,text,800f7324,000f4324,evt_bg_set_scrl_offset,evt_bg.o,00000068,4,,
_main,1,000f1dac,.text,text,800f738c,000f438c,evt_bg_auto_scroll_onoff,evt_bg.o,00000040,4,,
_main,1,000f1dec,.text,text,800f73cc,000f43cc,evt_bg_set_color,evt_bg.o,000000a8,4,,
_main,1,000f1e94,.text,text,800f7474,000f4474,evt_bg_disp_onoff,evt_bg.o,00000040,4,,
_main,1,000f1ed4,.text,text,800f74b4,000f44b4,BattleConsumeReserveItem,battle.o,00000060,4,,
_main,1,000f1f34,.text,text,800f7514,000f4514,BattleStatusWindowCheck,battle.o,000000b8,4,,
_main,1,000f1fec,.text,text,800f75cc,000f45cc,BattleStatusWindowSystemOff,battle.o,0000002c,4,,
_main,1,000f2018,.text,text,800f75f8,000f45f8,BattleStatusWindowEventOff,battle.o,0000002c,4,,
_main,1,000f2044,.text,text,800f7624,000f4624,BattleStatusWindowSystemOn,battle.o,0000002c,4,,
_main,1,000f2070,.text,text,800f7650,000f4650,BattleStatusWindowEventOn,battle.o,0000002c,4,,
_main,1,000f209c,.text,text,800f767c,000f467c,BattleStatusWindowAPRecoveryOff,battle.o,0000002c,4,,
_main,1,000f20c8,.text,text,800f76a8,000f46a8,BattleStatusWindowAPRecoveryOn,battle.o,0000002c,4,,
_main,1,000f20f4,.text,text,800f76d4,000f46d4,BattleMajinaiEndCheck,battle.o,00000044,4,,
_main,1,000f2138,.text,text,800f7718,000f4718,BattleMajinaiDone,battle.o,0000005c,4,,
_main,1,000f2194,.text,text,800f7774,000f4774,BattleMajinaiCheck,battle.o,00000150,4,,
_main,1,000f22e4,.text,text,800f78c4,000f48c4,battleDisableHResetCheck,battle.o,00000038,4,,
_main,1,000f231c,.text,text,800f78fc,000f48fc,BattleAfterReactionMain,battle.o,000000e8,4,,
_main,1,000f2404,.text,text,800f79e4,000f49e4,BattleAfterReactionRelease,battle.o,00000094,4,,
_main,1,000f2498,.text,text,800f7a78,000f4a78,BattleAfterReactionEntry,battle.o,00000078,4,,
_main,1,000f2510,.text,text,800f7af0,000f4af0,BattleAfterReactionQueueInit,battle.o,00000038,4,,
_main,1,000f2548,.text,text,800f7b28,000f4b28,BattleCheckUnitBroken,battle.o,0000005c,4,,
_main,1,000f25a4,.text,text,800f7b84,000f4b84,BattleGetFloorHeight,battle.o,00000050,4,,
_main,1,000f25f4,.text,text,800f7bd4,000f4bd4,BattleGetStockExp,battle.o,00000028,4,,
_main,1,000f261c,.text,text,800f7bfc,000f4bfc,BattleStoreExp,battle.o,00000010,4,,
_main,1,000f262c,.text,text,800f7c0c,000f4c0c,BattleStoreCoin,battle.o,00000014,4,,
_main,1,000f2640,.text,text,800f7c20,000f4c20,BattlePartyInfoWorkInit,battle.o,00000084,4,,
_main,1,000f26c4,.text,text,800f7ca4,000f4ca4,_EquipItem,battle.o,00000678,4,,
_main,1,000f2d3c,.text,text,800f831c,000f531c,BtlUnit_EquipItem,battle.o,000000c8,4,,
_main,1,000f2e04,.text,text,800f83e4,000f53e4,BattleTransPartyIdToUnitKind,battle.o,00000060,4,,
_main,1,000f2e64,.text,text,800f8444,000f5444,BattleTransPartyId,battle.o,000000f4,4,,
_main,1,000f2f58,.text,text,800f8538,000f5538,BattleChangeParty,battle.o,0000017c,4,,
_main,1,000f30d4,.text,text,800f86b4,000f56b4,BattlePartyAnimeLoad,battle.o,00000040,4,,
_main,1,000f3114,.text,text,800f86f4,000f56f4,BattleGetPartnerPtr,battle.o,00000034,4,,
_main,1,000f3148,.text,text,800f8728,000f5728,BattleGetPartyPtr,battle.o,00000080,4,,
_main,1,000f31c8,.text,text,800f87a8,000f57a8,BattleGetMarioPtr,battle.o,0000006c,4,,
_main,1,000f3234,.text,text,800f8814,000f5814,BattleGetSystemPtr,battle.o,00000060,4,,
_main,1,000f3294,.text,text,800f8874,000f5874,BattleGetUnitPartsPtr,battle.o,00000040,4,,
_main,1,000f32d4,.text,text,800f88b4,000f58b4,BattleSetUnitPtr,battle.o,00000018,4,,
_main,1,000f32ec,.text,text,800f88cc,000f58cc,BattleGetUnitPtr,battle.o,0000003c,4,,
_main,1,000f3328,.text,text,800f8908,000f5908,BattleFree,battle.o,0000002c,4,,
_main,1,000f3354,.text,text,800f8934,000f5934,BattleAlloc,battle.o,00000028,4,,
_main,1,000f337c,.text,text,800f895c,000f595c,BattleIncSeq,battle.o,00000044,4,,
_main,1,000f33c0,.text,text,800f89a0,000f59a0,BattleGetSeq,battle.o,00000068,4,,
_main,1,000f3428,.text,text,800f8a08,000f5a08,BattleSetSeq,battle.o,00000060,4,,
_main,1,000f3488,.text,text,800f8a68,000f5a68,BattleSetMarioParamToFieldBattle,battle.o,00000044,4,,
_main,1,000f34cc,.text,text,800f8aac,000f5aac,Btl_UnitSetup,battle.o,000002f8,4,,
_main,1,000f37c4,.text,text,800f8da4,000f5da4,BattleEnd,battle.o,00000084,4,,
_main,1,000f3848,.text,text,800f8e28,000f5e28,BattleMain,battle.o,000000dc,4,,
_main,1,000f3924,.text,text,800f8f04,000f5f04,BattleInit,battle.o,00000138,4,,
_main,1,000f3a5c,.text,text,800f903c,000f603c,battleSeqEndCheck,battle.o,00000010,4,,
_main,1,000f3a6c,.text,text,800f904c,000f604c,battleMain,battle.o,00000048,4,,
_main,1,000f3ab4,.text,text,800f9094,000f6094,BattleAcGaugeSeDelete,battle_ac.o,00000044,4,,
_main,1,000f3af8,.text,text,800f90d8,000f60d8,BattleAcGaugeSeUpdate,battle_ac.o,00000078,4,,
_main,1,000f3b70,.text,text,800f9150,000f6150,BattleAcGaugeSeInit,battle_ac.o,00000040,4,,
_main,1,000f3bb0,.text,text,800f9190,000f6190,BattleAcDrawGauge,battle_ac.o,00000d14,4,,
_main,1,000f48c4,.text,text,800f9ea4,000f6ea4,BattleACGetButtonIcon,battle_ac.o,00000244,4,,
_main,1,000f4b08,.text,text,800fa0e8,000f70e8,BattleActionCommandGetPrizeLv,battle_ac.o,00000044,4,,
_main,1,000f4b4c,.text,text,800fa12c,000f712c,BattleActionCommandSetDifficulty,battle_ac.o,00000030,4,,
_main,1,000f4b7c,.text,text,800fa15c,000f715c,BattleActionCommandGetDifficulty,battle_ac.o,00000008,4,,
_main,1,000f4b84,.text,text,800fa164,000f7164,BattleActionCommandResetDefenceResult,battle_ac.o,00000030,4,,
_main,1,000f4bb4,.text,text,800fa194,000f7194,BattleActionCommandGetDefenceResult,battle_ac.o,0000000c,4,,
_main,1,000f4bc0,.text,text,800fa1a0,000f71a0,BattleACPadCheckRecordTrigger,battle_ac.o,00000018,4,,
_main,1,000f4bd8,.text,text,800fa1b8,000f71b8,BattleActionCommandCheckDefence,battle_ac.o,00000268,4,,
_main,1,000f4e40,.text,text,800fa420,000f7420,BattleActionCommandStop,battle_ac.o,00000030,4,,
_main,1,000f4e70,.text,text,800fa450,000f7450,BattleActionCommandStart,battle_ac.o,0000000c,4,,
_main,1,000f4e7c,.text,text,800fa45c,000f745c,BattleActionCommandSetup,battle_ac.o,00000094,4,,
_main,1,000f4f10,.text,text,800fa4f0,000f74f0,BattleActionCommandDeclareACResult,battle_ac.o,00000084,4,,
_main,1,000f4f94,.text,text,800fa574,000f7574,BattleActionCommandResult,battle_ac.o,0000003c,4,,
_main,1,000f4fd0,.text,text,800fa5b0,000f75b0,BattleActionCommandManager,battle_ac.o,0000007c,4,,
_main,1,000f504c,.text,text,800fa62c,000f762c,BattleActionCommandManagerInit,battle_ac.o,0000004c,4,,
_main,1,000f5098,.text,text,800fa678,000f7678,BattleCheckCounter,battle_damage.o,000005a4,4,,
_main,1,000f563c,.text,text,800fac1c,000f7c1c,BattleInitCounterPreCheckWork,battle_damage.o,0000003c,4,,
_main,1,000f5678,.text,text,800fac58,000f7c58,BattleAttackDeclareAll,battle_damage.o,00000118,4,,
_main,1,000f5790,.text,text,800fad70,000f7d70,__declare,battle_damage.o,0000015c,4,,
_main,1,000f58ec,.text,text,800faecc,000f7ecc,BattleAttackDeclare,battle_damage.o,00000150,4,,
_main,1,000f5a3c,.text,text,800fb01c,000f801c,BattleCheckDamage,battle_damage.o,00000a00,4,,
_main,1,000f643c,.text,text,800fba1c,000f8a1c,_checkDamageCode_EmergencyRevival,battle_damage.o,000000c0,4,,
_main,1,000f64fc,.text,text,800fbadc,000f8adc,BattlePreCheckDamage,battle_damage.o,000002b0,4,,
_main,1,000f67ac,.text,text,800fbd8c,000f8d8c,BattleSetStatusDamageFromWeapon,battle_damage.o,0000014c,4,,
_main,1,000f68f8,.text,text,800fbed8,000f8ed8,BattleSetStatusDamage,battle_damage.o,0000107c,4,,
_main,1,000f7974,.text,text,800fcf54,000f9f54,_getRegistStatus,battle_damage.o,000000dc,4,,
_main,1,000f7a50,.text,text,800fd030,000fa030,_getSickStatusParam,battle_damage.o,00000460,4,,
_main,1,000f7eb0,.text,text,800fd490,000fa490,_getSickStatusRate,battle_damage.o,000001f0,4,,
_main,1,000f80a0,.text,text,800fd680,000fa680,BattleCalculateFpDamage,battle_damage.o,00000110,4,,
_main,1,000f81b0,.text,text,800fd790,000fa790,BattleCalculateDamage,battle_damage.o,0000069c,4,,
_main,1,000f884c,.text,text,800fde2c,000fae2c,BattleCheckPikkyoro,battle_damage.o,000001a8,4,,
_main,1,000f89f4,.text,text,800fdfd4,000fafd4,BattleDamageDirect,battle_damage.o,00000b24,4,,
_main,1,000f9518,.text,text,800feaf8,000fbaf8,BattleGetFirstAttackUnit,battle_detect.o,000000d0,4,,
_main,1,000f95e8,.text,text,800febc8,000fbbc8,BattleChoiceSamplingEnemy,battle_detect.o,000009d8,4,,
_main,1,000f9fc0,.text,text,800ff5a0,000fc5a0,BattleSamplingEnemyUpdate,battle_detect.o,00000020,4,,
_main,1,000f9fe0,.text,text,800ff5c0,000fc5c0,BattleSamplingEnemy,battle_detect.o,000000c4,4,,
_main,1,000fa0a4,.text,text,800ff684,000fc684,_btlSamplingEnemy,battle_detect.o,00000bd4,4,,
_main,1,000fac78,.text,text,80100258,000fd258,_btlStockExpDisp,battle_disp.o,00000204,4,,
_main,1,000fae7c,.text,text,8010045c,000fd45c,BattleStockExpDisp,battle_disp.o,0000007c,4,,
_main,1,000faef8,.text,text,801004d8,000fd4d8,_btlDispTex4,battle_disp.o,0000016c,4,,
_main,1,000fb064,.text,text,80100644,000fd644,btlDispTex4,battle_disp.o,00000370,4,,
_main,1,000fb3d4,.text,text,801009b4,000fd9b4,btlGetScreenPoint,battle_disp.o,00000098,4,,
_main,1,000fb46c,.text,text,80100a4c,000fda4c,btlDispAnimeSpeed,battle_disp.o,00000034,4,,
_main,1,000fb4a0,.text,text,80100a80,000fda80,_pose_two_pattern,battle_disp.o,000002a8,4,,
_main,1,000fb748,.text,text,80100d28,000fdd28,_pose_one_pattern,battle_disp.o,000000d8,4,,
_main,1,000fb820,.text,text,80100e00,000fde00,_pose_def,battle_disp.o,0000006c,4,,
_main,1,000fb88c,.text,text,80100e6c,000fde6c,statusPoseControl,battle_disp.o,00000064,4,,
_main,1,000fb8f0,.text,text,80100ed0,000fded0,getFloatDispOffset,battle_disp.o,00000064,4,,
_main,1,000fb954,.text,text,80100f34,000fdf34,floatOffsetControl,battle_disp.o,000000c8,4,,
_main,1,000fba1c,.text,text,80100ffc,000fdffc,getGravityDispOffset,battle_disp.o,00000064,4,,
_main,1,000fba80,.text,text,80101060,000fe060,gravityOffsetControl,battle_disp.o,00000094,4,,
_main,1,000fbb14,.text,text,801010f4,000fe0f4,btlDispPoseAnime,battle_disp.o,00000038,4,,
_main,1,000fbb4c,.text,text,8010112c,000fe12c,btlDispChangePeraAnime,battle_disp.o,0000003c,4,,
_main,1,000fbb88,.text,text,80101168,000fe168,btlDispChangeAnime,battle_disp.o,00000094,4,,
_main,1,000fbc1c,.text,text,801011fc,000fe1fc,btlDispEntAnime,battle_disp.o,00000090,4,,
_main,1,000fbcac,.text,text,8010128c,000fe28c,btlUnitPartsBlurDisp,battle_disp.o,0000019c,4,,
_main,1,000fbe48,.text,text,80101428,000fe428,_partsBlurControl,battle_disp.o,000000cc,4,,
_main,1,000fbf14,.text,text,801014f4,000fe4f4,btlUnitPartsBlurControl,battle_disp.o,00000054,4,,
_main,1,000fbf68,.text,text,80101548,000fe548,btlUnitStolenItemDisp,battle_disp.o,000000a4,4,,
_main,1,000fc00c,.text,text,801015ec,000fe5ec,btlUnitItemDisp2,battle_disp.o,0000008c,4,,
_main,1,000fc098,.text,text,80101678,000fe678,btlUnitItemDisp,battle_disp.o,000000fc,4,,
_main,1,000fc194,.text,text,80101774,000fe774,btlUnitPartsDisp,battle_disp.o,00000d7c,4,,
_main,1,000fcf10,.text,text,801024f0,000ff4f0,btlDispMain,battle_disp.o,00000b94,4,,
_main,1,000fdaa4,.text,text,80103084,00100084,_GetStatusPoseType,battle_disp.o,00000074,4,,
_main,1,000fdb18,.text,text,801030f8,001000f8,btlDispInit,battle_disp.o,0000003c,4,,
_main,1,000fdb54,.text,text,80103134,00100134,btlDispGetTexSize,battle_disp.o,00000064,4,,
_main,1,000fdbb8,.text,text,80103198,00100198,btlDispTexPlane3,battle_disp.o,000000a4,4,,
_main,1,000fdc5c,.text,text,8010323c,0010023c,btlDispTexPlane2,battle_disp.o,0000008c,4,,
_main,1,000fdce8,.text,text,801032c8,001002c8,btlDispTexPlane,battle_disp.o,0000011c,4,,
_main,1,000fde04,.text,text,801033e4,001003e4,btlDispTexPlainGX,battle_disp.o,00000300,4,,
_main,1,000fe104,.text,text,801036e4,001006e4,btlDispTexPlaneInit,battle_disp.o,000000e0,4,,
_main,1,000fe1e4,.text,text,801037c4,001007c4,btlDispGXQuads2D,battle_disp.o,00000124,4,,
_main,1,000fe308,.text,text,801038e8,001008e8,btlDispGXPoint2D,battle_disp.o,00000030,4,,
_main,1,000fe338,.text,text,80103918,00100918,btlDispGXQuads2DRasta,battle_disp.o,000000d4,4,,
_main,1,000fe40c,.text,text,801039ec,001009ec,btlDispGXPoint2DRasta,battle_disp.o,00000028,4,,
_main,1,000fe434,.text,text,80103a14,00100a14,btlDispGXInit2D,battle_disp.o,00000134,4,,
_main,1,000fe568,.text,text,80103b48,00100b48,btlDispGXInit2DRasta,battle_disp.o,000000f4,4,,
_main,1,000fe65c,.text,text,80103c3c,00100c3c,btlDispGXInit2DSub,battle_disp.o,00000094,4,,
_main,1,000fe6f0,.text,text,80103cd0,00100cd0,searchPoseTbl,battle_disp.o,00000044,4,,
_main,1,000fe734,.text,text,80103d14,00100d14,btlevtcmd_ftof,battle_event_cmd.o,000000ac,4,,
_main,1,000fe7e0,.text,text,80103dc0,00100dc0,btlevtcmd_ftomsec,battle_event_cmd.o,00000050,4,,
_main,1,000fe830,.text,text,80103e10,00100e10,btlevtcmd_StageDispellFog,battle_event_cmd.o,00000024,4,,
_main,1,000fe854,.text,text,80103e34,00100e34,btlevtcmd_StatusWindowOnOff,battle_event_cmd.o,0000007c,4,,
_main,1,000fe8d0,.text,text,80103eb0,00100eb0,btlevtcmd_BtlStageObjGetRotate,battle_event_cmd.o,000000ec,4,,
_main,1,000fe9bc,.text,text,80103f9c,00100f9c,btlevtcmd_BtlStageObjSetRotate,battle_event_cmd.o,00000158,4,,
_main,1,000feb14,.text,text,801040f4,001010f4,btlevtcmd_BtlStageObjFlagOnOff,battle_event_cmd.o,000000c4,4,,
_main,1,000febd8,.text,text,801041b8,001011b8,btlevtcmd_SacBgsetMove,battle_event_cmd.o,000001b4,4,,
_main,1,000fed8c,.text,text,8010436c,0010136c,btlevtcmd_InviteApInfoReport,battle_event_cmd.o,0000004c,4,,
_main,1,000fedd8,.text,text,801043b8,001013b8,btlevtcmd_PadCheckNow,battle_event_cmd.o,00000070,4,,
_main,1,000fee48,.text,text,80104428,00101428,btlevtcmd_PadCheckTrigger,battle_event_cmd.o,00000070,4,,
_main,1,000feeb8,.text,text,80104498,00101498,btlevtcmd_EnemyItemUseCheck,battle_event_cmd.o,00000070,4,,
_main,1,000fef28,.text,text,80104508,00101508,btlevtcmd_snd_voice,battle_event_cmd.o,000000d8,4,,
_main,1,000ff000,.text,text,801045e0,001015e0,btlevtcmd_snd_se_offset,battle_event_cmd.o,00000120,4,,
_main,1,000ff120,.text,text,80104700,00101700,btlevtcmd_snd_se,battle_event_cmd.o,000000bc,4,,
_main,1,000ff1dc,.text,text,801047bc,001017bc,_MoveSoundControlEndCore,battle_event_cmd.o,00000044,4,,
_main,1,000ff220,.text,text,80104800,00101800,_PartsMoveSoundControlEnd,battle_event_cmd.o,0000002c,4,,
_main,1,000ff24c,.text,text,8010482c,0010182c,_UnitMoveSoundControlEnd,battle_event_cmd.o,00000024,4,,
_main,1,000ff270,.text,text,80104850,00101850,_MoveSoundControlCore,battle_event_cmd.o,00000180,4,,
_main,1,000ff3f0,.text,text,801049d0,001019d0,_PartsMoveSoundControl,battle_event_cmd.o,00000054,4,,
_main,1,000ff444,.text,text,80104a24,00101a24,_UnitMoveSoundControl,battle_event_cmd.o,00000054,4,,
_main,1,000ff498,.text,text,80104a78,00101a78,btlevtcmd_SetPartsJumpSound,battle_event_cmd.o,00000090,4,,
_main,1,000ff528,.text,text,80104b08,00101b08,btlevtcmd_SetJumpSound,battle_event_cmd.o,00000080,4,,
_main,1,000ff5a8,.text,text,80104b88,00101b88,btlevtcmd_SetPartsDiveSound,battle_event_cmd.o,000000cc,4,,
_main,1,000ff674,.text,text,80104c54,00101c54,btlevtcmd_SetDiveSound,battle_event_cmd.o,000000bc,4,,
_main,1,000ff730,.text,text,80104d10,00101d10,btlevtcmd_SetPartsWalkSound,battle_event_cmd.o,000000cc,4,,
_main,1,000ff7fc,.text,text,80104ddc,00101ddc,btlevtcmd_SetWalkSound,battle_event_cmd.o,000000bc,4,,
_main,1,000ff8b8,.text,text,80104e98,00101e98,btlevtcmd_SetPartsRunSound,battle_event_cmd.o,000000cc,4,,
_main,1,000ff984,.text,text,80104f64,00101f64,btlevtcmd_SetRunSound,battle_event_cmd.o,000000bc,4,,
_main,1,000ffa40,.text,text,80105020,00102020,btlevtcmd_SetMoveSoundDataWork,battle_event_cmd.o,000000ec,4,,
_main,1,000ffb2c,.text,text,8010510c,0010210c,btlevtcmd_TransStageFloorPosition,battle_event_cmd.o,000000c0,4,,
_main,1,000ffbec,.text,text,801051cc,001021cc,btlevtcmd_GetStageAudienceAreaSize,battle_event_cmd.o,000000b8,4,,
_main,1,000ffca4,.text,text,80105284,00102284,btlevtcmd_GetStageSize,battle_event_cmd.o,000000b8,4,,
_main,1,000ffd5c,.text,text,8010533c,0010233c,btlevtcmd_SortPhaseMoveTable,battle_event_cmd.o,0000002c,4,,
_main,1,000ffd88,.text,text,80105368,00102368,btlevtcmd_InterruptStop,battle_event_cmd.o,00000078,4,,
_main,1,000ffe00,.text,text,801053e0,001023e0,btlevtcmd_GetGuardKouraId,battle_event_cmd.o,0000008c,4,,
_main,1,000ffe8c,.text,text,8010546c,0010246c,btlevtcmd_SetGuard,battle_event_cmd.o,0000007c,4,,
_main,1,000fff08,.text,text,801054e8,001024e8,btlevtcmd_WeaponAftereffect,battle_event_cmd.o,0000020c,4,,
_main,1,00100114,.text,text,801056f4,001026f4,btlevtcmd_GetItemRecoverParam,battle_event_cmd.o,000000a4,4,,
_main,1,001001b8,.text,text,80105798,00102798,btlevtcmd_CommandGetWeaponItemId,battle_event_cmd.o,00000050,4,,
_main,1,00100208,.text,text,801057e8,001027e8,btlevtcmd_CommandGetWeaponAddress,battle_event_cmd.o,000000a8,4,,
_main,1,001002b0,.text,text,80105890,00102890,btlevtcmd_CommandGetWeaponActionLv,battle_event_cmd.o,00000050,4,,
_main,1,00100300,.text,text,801058e0,001028e0,btlevtcmd_GetWeaponActionLv,battle_event_cmd.o,00000048,4,,
_main,1,00100348,.text,text,80105928,00102928,btlevtcmd_CommandPayWeaponCost,battle_event_cmd.o,00000078,4,,
_main,1,001003c0,.text,text,801059a0,001029a0,btlevtcmd_PayWeaponCost,battle_event_cmd.o,00000074,4,,
_main,1,00100434,.text,text,80105a14,00102a14,btlevtcmd_CheckWeaponPluralTarget,battle_event_cmd.o,00000064,4,,
_main,1,00100498,.text,text,80105a78,00102a78,btlevtcmd_AfterReactionEntry,battle_event_cmd.o,00000068,4,,
_main,1,00100500,.text,text,80105ae0,00102ae0,btlevtcmd_OffUnitFlag,battle_event_cmd.o,00000060,4,,
_main,1,00100560,.text,text,80105b40,00102b40,btlevtcmd_OnUnitFlag,battle_event_cmd.o,00000060,4,,
_main,1,001005c0,.text,text,80105ba0,00102ba0,btlevtcmd_CheckUnitFlag,battle_event_cmd.o,00000090,4,,
_main,1,00100650,.text,text,80105c30,00102c30,btlevtcmd_GetACPossibility,battle_event_cmd.o,00000084,4,,
_main,1,001006d4,.text,text,80105cb4,00102cb4,btlevtcmd_CheckActStatus,battle_event_cmd.o,00000084,4,,
_main,1,00100758,.text,text,80105d38,00102d38,btlevtcmd_OffStatusFlag,battle_event_cmd.o,00000060,4,,
_main,1,001007b8,.text,text,80105d98,00102d98,btlevtcmd_OnStatusFlag,battle_event_cmd.o,00000060,4,,
_main,1,00100818,.text,text,80105df8,00102df8,btlevtcmd_ClearAllStatus,battle_event_cmd.o,00000058,4,,
_main,1,00100870,.text,text,80105e50,00102e50,btlevtcmd_OnOffStatus,battle_event_cmd.o,000000bc,4,,
_main,1,0010092c,.text,text,80105f0c,00102f0c,btlevtcmd_CheckStatus,battle_event_cmd.o,00000094,4,,
_main,1,001009c0,.text,text,80105fa0,00102fa0,btlevtcmd_CheckGuardMotionEnable,battle_event_cmd.o,00000100,4,,
_main,1,00100ac0,.text,text,801060a0,001030a0,btlevtcmd_AnimeFlagOnOff,battle_event_cmd.o,000000a0,4,,
_main,1,00100b60,.text,text,80106140,00103140,btlevtcmd_AnimeChangePaperAnime,battle_event_cmd.o,00000088,4,,
_main,1,00100be8,.text,text,801061c8,001031c8,btlevtcmd_AnimeChangePaperGroup,battle_event_cmd.o,0000009c,4,,
_main,1,00100c84,.text,text,80106264,00103264,btlevtcmd_AnimeSetMotionSpeed,battle_event_cmd.o,0000007c,4,,
_main,1,00100d00,.text,text,801062e0,001032e0,btlevtcmd_CheckDefinePosetype,battle_event_cmd.o,00000114,4,,
_main,1,00100e14,.text,text,801063f4,001033f4,btlevtcmd_AnimeSetPoseSoundTable,battle_event_cmd.o,00000074,4,,
_main,1,00100e88,.text,text,80106468,00103468,btlevtcmd_AnimeSetPoseTable,battle_event_cmd.o,00000070,4,,
_main,1,00100ef8,.text,text,801064d8,001034d8,btlevtcmd_AnimeChangePoseFromTable,battle_event_cmd.o,0000006c,4,,
